iter	RMSE
180	9.997386419
181	9.997386419
182	9.997386419
183	9.997385432
184	9.997385432
185	9.997384516
186	9.997384516
187	9.997383634
188	9.997382864
189	9.997382864
190	9.997382864
191	9.997382034
192	9.997371755
193	9.997371754
194	9.997366707
195	9.997365935
196	9.99735949
197	9.997359487
198	9.997359486
199	9.997359485
200	9.997359485
201	9.997359485
202	9.997358872
203	9.997358872
204	9.997358872
205	9.997356445
206	9.997356445
207	9.997356445
208	9.997356445
209	9.997355912
210	9.997355912
211	9.997352331
212	9.997352331
213	9.997352331
214	9.997351834
215	9.997351834
216	9.997351834
217	9.997350433
218	9.997347441
219	9.99734744
220	9.997347136
221	9.997347136
222	9.997347136
223	9.997346717
224	9.997346717
225	9.997346717
226	9.997344763
227	9.997344762
228	9.997344762
229	9.997344762
230	9.997344762
231	9.997344762
232	9.997344762
233	9.997344762
234	9.997342195
235	9.997342194
236	9.997342194
237	9.99734178
238	9.997341435
239	9.997341434
240	9.997341434
241	9.997341139
242	9.997341139
243	9.997341139
244	9.997340815
245	9.997340815
246	9.997340815
247	9.997340571
248	9.997340304
249	9.997340304
250	9.997340304
251	9.997340304
252	9.997340304
253	9.997340304
254	9.997340304
255	9.9973401
256	9.9973401
257	9.9973401
258	9.997337921
259	9.99733792
260	9.997336259
261	9.997336017
262	9.997334272
263	9.997334069
264	9.997333903
265	9.997333903
266	9.997333731
267	9.997331443
268	9.997328078
269	9.99732795
270	9.997327949
271	9.99732729
272	9.99732729
273	9.997327149
274	9.997325951
275	9.997325846
276	9.997325846
277	9.997325054
278	9.997324748
279	9.997324748
280	9.997324208
281	9.997324208
282	9.997324108
283	9.997323572
284	9.997323571
285	9.997323499
286	9.997323499
287	9.997322345
288	9.997321929
289	9.997321929
290	9.997321861
291	9.997321697
292	9.997321697
293	9.997321664
294	9.99732163
295	9.99732163
296	9.997321068
297	9.997321068
298	9.997320747
299	9.997320747
300	9.997320706
301	9.997320631
302	9.997320608
303	9.99732047
304	9.997320443
305	9.997320443
306	9.997320443
307	9.997320443
308	9.99732027
309	9.99732027
310	9.99732027
311	9.99732027
312	9.997320093
313	9.997320068
314	9.997320051
315	9.997319773
316	9.997319626
317	9.997319612
318	9.997319598
319	9.997319505
320	9.997319505
321	9.997319491
322	9.997319478
323	9.997319478
324	9.997319478
325	9.997319478
326	9.997319478
327	9.997319467
328	9.997319467
329	9.99731938
330	9.99731938
331	9.99731938
332	9.997319301
333	9.997319292
334	9.997319292
335	9.997319282
336	9.997319242
337	9.997319218
338	9.997319187
339	9.99731918
340	9.99731918
341	9.997319078
342	9.997319078
343	9.997319036
344	9.99731903
345	9.99731903
346	9.99731903
347	9.99731903
348	9.99731903
349	9.997319007
350	9.997319007
351	9.997319003
352	9.997318999
353	9.997318999
354	9.997318999
355	9.997318995
356	9.997318995
357	9.997318933
358	9.997318933
359	9.997318905
360	9.997318863
361	9.997318863
362	9.997318863
363	9.997318863
364	9.997318863
365	9.997318863
366	9.997318863
367	9.997318863
368	9.997318863
369	9.997318863
370	9.997318842
371	9.997318831
372	9.997318795
373	9.997318795
374	9.997318795
375	9.997318795
376	9.997318793
377	9.997318793
378	9.997318766
379	9.997318752
380	9.997318738
381	9.997318738
382	9.997318738
383	9.997318738
384	9.997318737
385	9.997318737
386	9.997318737
387	9.997318737
388	9.997318737
389	9.997318737
390	9.997318737
391	9.997318737
392	9.997318737
393	9.997318737
394	9.997318737
395	9.997318732
396	9.997318732
397	9.997318731
398	9.997318731
399	9.997318725
400	9.997318725
401	9.997318725
402	9.997318725
403	9.997318725
404	9.997318725
405	9.997318721
406	9.997318721
407	9.997318721
408	9.99731872
409	9.99731872
410	9.99731872
411	9.997318717
412	9.997318715
413	9.997318715
414	9.997318715
415	9.997318715
416	9.997318714
417	9.997318714
418	9.997318713
419	9.997318713
420	9.997318713
421	9.997318713
422	9.997318713
423	9.997318713
424	9.997318713
425	9.99731871
426	9.99731871
427	9.99731871
428	9.99731871
429	9.99731871
430	9.99731871
431	9.99731871
432	9.99731871
433	9.99731871
434	9.99731871
435	9.99731871
436	9.99731871
437	9.99731871
438	9.99731871
439	9.99731871
440	9.997318709
441	9.997318709
442	9.997318709
443	9.997318709
444	9.997318708
445	9.997318708
446	9.997318708
447	9.997318708
448	9.997318708
449	9.997318708
450	9.997318708
451	9.997318708
452	9.997318708
453	9.997318708
454	9.997318708
455	9.997318708
456	9.997318708
457	9.997318708
458	9.997318708
459	9.997318708
460	9.997318708
461	9.997318707
462	9.997318707
463	9.997318707
464	9.997318707
465	9.997318707
466	9.997318707
467	9.997318707
468	9.997318707
469	9.997318707
470	9.997318707
471	9.997318707
472	9.997318707
473	9.997318706
474	9.997318706
475	9.997318706
476	9.997318706
477	9.997318706
478	9.997318706
479	9.997318706
480	9.997318706
481	9.997318706
482	9.997318706
483	9.997318706
484	9.997318706
485	9.997318706
486	9.997318706
487	9.997318706
488	9.997318706
489	9.997318706
490	9.997318706
491	9.997318706
492	9.997318706
493	9.997318706
494	9.997318706
495	9.997318706
496	9.997318706
497	9.997318706
498	9.997318706
499	9.997318706
500	9.997318706
501	9.997318706
502	9.997318706
503	9.997318706
504	9.997318706
505	9.997318706
506	9.997318706
507	9.997318706
508	9.997318706
509	9.997318706
510	9.997318706
511	9.997318706
512	9.997318706
513	9.997318706
514	9.997318706
515	9.997318706
516	9.997318706
517	9.997318706
518	9.997318706
519	9.997318706
520	9.997318706
521	9.997318706
522	9.997318706
523	9.997318705
524	9.997318705
525	9.997318705
526	9.997318705
527	9.997318705
528	9.997318705
529	9.997318705
530	9.997318705
531	9.997318705
532	9.997318705
533	9.997318705
534	9.997318705
535	9.997318705
536	9.997318705
537	9.997318705
538	9.997318705
539	9.997318705
540	9.997318705
541	9.997318705
542	9.997318705
543	9.997318705
544	9.997318705
545	9.997318705
546	9.997318705
547	9.997318705
548	9.997318705
549	9.997318705
550	9.997318705
551	9.997318705
552	9.997318705
553	9.997318705
554	9.997318705
555	9.997318705
556	9.997318705
557	9.997318705
558	9.997318705
559	9.997318705
560	9.997318705
561	9.997318705
562	9.997318705
563	9.997318705
564	9.997318705
565	9.997318705
566	9.997318705
567	9.997318705
568	9.997318705
569	9.997318705
570	9.997318705
571	9.997318705
572	9.997318705
573	9.997318705
574	9.997318705
575	9.997318705
576	9.997318705
577	9.997318705
578	9.997318705
579	9.997318705
580	9.997318705
581	9.997318705
582	9.997318705
583	9.997318705
584	9.997318705
585	9.997318705
586	9.997318705
587	9.997318705
588	9.997318705
589	9.997318705
590	9.997318705
591	9.997318705
592	9.997318705
593	9.997318705
594	9.997318705
595	9.997318705
596	9.997318705
597	9.997318705
598	9.997318705
599	9.997318705
600	9.997318705
601	9.997318705
602	9.997318705
603	9.997318705
604	9.997318705
605	9.997318705
606	9.997318705
607	9.997318705
608	9.997318705
609	9.997318705
610	9.997318705
611	9.997318705
612	9.997318705
613	9.997318705
614	9.997318705
615	9.997318705
616	9.997318705
617	9.997318705
618	9.997318705
619	9.997318705
620	9.997318705
621	9.997318705
622	9.997318705
623	9.997318705
624	9.997318705
625	9.997318705
626	9.997318705
627	9.997318705
628	9.997318705
629	9.997318705
630	9.997318705
631	9.997318705
632	9.997318705
633	9.997318705
634	9.997318705
635	9.997318705
636	9.997318705
637	9.997318705
638	9.997318705
639	9.997318705
640	9.997318705
641	9.997318705
642	9.997318705
643	9.997318705
644	9.997318705
645	9.997318705
646	9.997318705
647	9.997318705
648	9.997318705
649	9.997318705
650	9.997318705
651	9.997318705
652	9.997318705
653	9.997318705
654	9.997318705
655	9.997318705
656	9.997318705
657	9.997318705
658	9.997318705
659	9.997318705
660	9.997318705
661	9.997318705
662	9.997318705
663	9.997318705
664	9.997318705
665	9.997318705
666	9.997318705
667	9.997318705
668	9.997318705
669	9.997318705
670	9.997318705
671	9.997318705
672	9.997318705
673	9.997318705
674	9.997318705
675	9.997318705
676	9.997318705
677	9.997318705
678	9.997318705
679	9.997318705
680	9.997318705
681	9.997318705
682	9.997318705
683	9.997318705
684	9.997318705
685	9.997318705
686	9.997318705
687	9.997318705
688	9.997318705
689	9.997318705
690	9.997318705
691	9.997318705
692	9.997318705
693	9.997318705
694	9.997318705
695	9.997318705
696	9.997318705
697	9.997318705
698	9.997318705
699	9.997318705
700	9.997318705
701	9.997318705
702	9.997318705
703	9.997318705
704	9.997318705
705	9.997318705
706	9.997318705
707	9.997318705
708	9.997318705
709	9.997318705
710	9.997318705
711	9.997318705
712	9.997318705
713	9.997318705
714	9.997318705
715	9.997318705
716	9.997318705
717	9.997318705
718	9.997318705
719	9.997318705
720	9.997318705
721	9.997318705
722	9.997318705
723	9.997318705
724	9.997318705
725	9.997318705
726	9.997318705
727	9.997318705
728	9.997318705
729	9.997318705
730	9.997318705
731	9.997318705
732	9.997318705
733	9.997318705
734	9.997318705
735	9.997318705
736	9.997318705
737	9.997318705
738	9.997318705
739	9.997318705
740	9.997318705
741	9.997318705
742	9.997318705
743	9.997318705
744	9.997318705
745	9.997318705
746	9.997318705
747	9.997318705
748	9.997318705
749	9.997318705
750	9.997318705
751	9.997318705
752	9.997318705
753	9.997318705
754	9.997318705
755	9.997318705
756	9.997318705
757	9.997318705
758	9.997318705
759	9.997318705
760	9.997318705
761	9.997318705
762	9.997318705
763	9.997318705
764	9.997318705
765	9.997318705
766	9.997318705
767	9.997318705
768	9.997318705
769	9.997318705
770	9.997318705
771	9.997318705
772	9.997318705
773	9.997318705
774	9.997318705
775	9.997318705
776	9.997318705
777	9.997318705
778	9.997318705
779	9.997318705
780	9.997318705
781	9.997318705
782	9.997318705
783	9.997318705
784	9.997318705
785	9.997318705
786	9.997318705
787	9.997318705
788	9.997318705
789	9.997318705
790	9.997318705
791	9.997318705
792	9.997318705
793	9.997318705
794	9.997318705
795	9.997318705
796	9.997318705
797	9.997318705
798	9.997318705
799	9.997318705
800	9.997318705
801	9.997318705
802	9.997318705
803	9.997318705
804	9.997318705
805	9.997318705
806	9.997318705
807	9.997318705
808	9.997318705
809	9.997318705
810	9.997318705
811	9.997318705
812	9.997318705
813	9.997318705
814	9.997318705
815	9.997318705
816	9.997318705
817	9.997318705
818	9.997318705
819	9.997318705
820	9.997318705
821	9.997318705
822	9.997318705
823	9.997318705
824	9.997318705
825	9.997318705
826	9.997318705
827	9.997318705
828	9.997318705
829	9.997318705
830	9.997318705
831	9.997318705
832	9.997318705
833	9.997318705
834	9.997318705
835	9.997318705
836	9.997318705
837	9.997318705
838	9.997318705
839	9.997318705
840	9.997318705
841	9.997318705
842	9.997318705
843	9.997318705
844	9.997318705
845	9.997318705
846	9.997318705
847	9.997318705
848	9.997318705
849	9.997318705
850	9.997318705
851	9.997318705
852	9.997318705
853	9.997318705
854	9.997318705
855	9.997318705
856	9.997318705
857	9.997318705
858	9.997318705
859	9.997318705
860	9.997318705
861	9.997318705
862	9.997318705
863	9.997318705
864	9.997318705
865	9.997318705
866	9.997318705
867	9.997318705
868	9.997318705
869	9.997318705
870	9.997318705
871	9.997318705
872	9.997318705
873	9.997318705
874	9.997318705
875	9.997318705
876	9.997318705
877	9.997318705
878	9.997318705
879	9.997318705
880	9.997318705
881	9.997318705
882	9.997318705
883	9.997318705
884	9.997318705
885	9.997318705
886	9.997318705
887	9.997318705
888	9.997318705
889	9.997318705
890	9.997318705
891	9.997318705
892	9.997318705
893	9.997318705
894	9.997318705
895	9.997318705
896	9.997318705
897	9.997318705
898	9.997318705
899	9.997318705
900	9.997318705
901	9.997318705
902	9.997318705
903	9.997318705
904	9.997318705
905	9.997318705
906	9.997318705
907	9.997318705
908	9.997318705
909	9.997318705
910	9.997318705
911	9.997318705
912	9.997318705
913	9.997318705
914	9.997318705
915	9.997318705
916	9.997318705
917	9.997318705
918	9.997318705
919	9.997318705
920	9.997318705
921	9.997318705
922	9.997318705
923	9.997318705
924	9.997318705
925	9.997318705
926	9.997318705
927	9.997318705
928	9.997318705
929	9.997318705
930	9.997318705
931	9.997318705
932	9.997318705
933	9.997318705
934	9.997318705
935	9.997318705
936	9.997318705
937	9.997318705
938	9.997318705
939	9.997318705
940	9.997318705
941	9.997318705
942	9.997318705
943	9.997318705
944	9.997318705
945	9.997318705
946	9.997318705
947	9.997318705
948	9.997318705
949	9.997318705
950	9.997318705
951	9.997318705
952	9.997318705
953	9.997318705
954	9.997318705
955	9.997318705
956	9.997318705
957	9.997318705
958	9.997318705
959	9.997318705
960	9.997318705
961	9.997318705
962	9.997318705
963	9.997318705
964	9.997318705
965	9.997318705
966	9.997318705
967	9.997318705
968	9.997318705
969	9.997318705
970	9.997318705
971	9.997318705
972	9.997318705
973	9.997318705
974	9.997318705
975	9.997318705
976	9.997318705
977	9.997318705
978	9.997318705
979	9.997318705
980	9.997318705
981	9.997318705
982	9.997318705
983	9.997318705
984	9.997318705
985	9.997318705
986	9.997318705
987	9.997318705
988	9.997318705
989	9.997318705
990	9.997318705
991	9.997318705
992	9.997318705
993	9.997318705
994	9.997318705
995	9.997318705
996	9.997318705
997	9.997318705
998	9.997318705
999	9.997318705
